state,county,2000D,2000R,2000O,2004D,2004R,2004O,2008D,2008R,2008O,2012D,2012R,2012O,2016D,2016R,2016O
CA,Marin,79135.0,34872.0,9148.0,99070.0,34378.0,1471.0,109320.0,28384.0,2493.0,99896.0,30880.0,3740.0,108707.0,21771.0,8795.0
CA,Mariposa,2816.0,4727.0,531.0,3251.0,5215.0,172.0,4100.0,5298.0,253.0,3498.0,5140.0,362.0,3122.0,5185.0,570.0
CA,Mendocino,16634.0,12272.0,5504.0,24385.0,12955.0,839.0,27843.0,10721.0,1452.0,23193.0,9658.0,2166.0,22079.0,10888.0,4510.0
CA,Merced,22726.0,26102.0,1590.0,24491.0,32773.0,681.0,34031.0,28704.0,1073.0,33005.0,27581.0,1471.0,37317.0,28725.0,4747.0
CA,Modoc,945.0,2969.0,193.0,1149.0,3235.0,72.0,1313.0,2981.0,126.0,1111.0,2777.0,98.0,877.0,2696.0,215.0
CA,Mono,1788.0,2296.0,287.0,2628.0,2621.0,81.0,3093.0,2354.0,124.0,2733.0,2285.0,163.0,2773.0,2111.0,392.0
CA,Monterey,67618.0,43761.0,6155.0,75241.0,47838.0,1465.0,88453.0,38797.0,2533.0,82920.0,37390.0,3208.0,89088.0,34895.0,9425.0
CA,Napa,28097.0,20633.0,2994.0,33666.0,22059.0,740.0,38849.0,19484.0,1309.0,35870.0,19526.0,1572.0,39199.0,17411.0,4762.0
CA,Nevada,17670.0,25998.0,3811.0,24220.0,28790.0,729.0,28617.0,25663.0,1367.0,24663.0,24986.0,2027.0,26053.0,23365.0,5517.0
CA,Orange,391819.0,541299.0,37787.0,419239.0,641832.0,12225.0,549558.0,579064.0,25065.0,512440.0,582332.0,27892.0,609961.0,507148.0,80412.0
CA,Placer,42449.0,69835.0,5515.0,55573.0,95969.0,1403.0,75112.0,94647.0,3348.0,66818.0,99921.0,4583.0,73509.0,95138.0,14192.0
CA,Plumas,3458.0,6343.0,600.0,4129.0,6905.0,144.0,4715.0,6035.0,278.0,4026.0,5721.0,300.0,3459.0,5420.0,797.0
CA,Riverside,202576.0,231955.0,16596.0,228806.0,322473.0,5603.0,325017.0,310041.0,12241.0,329063.0,318127.0,14717.0,373695.0,333243.0,44453.0
CA,Sacramento,212792.0,195619.0,23139.0,236657.0,235539.0,4569.0,316506.0,213583.0,11012.0,300503.0,202514.0,13792.0,326023.0,189789.0,43518.0
CA,San Benito,9131.0,7015.0,685.0,9851.0,8698.0,176.0,11917.0,7425.0,363.0,11276.0,7343.0,425.0,12521.0,7841.0,1562.0
CA,San Bernardino,214749.0,221757.0,18387.0,227789.0,289306.0,5682.0,315720.0,277408.0,13206.0,305109.0,262358.0,14050.0,340833.0,271240.0,41910.0
CA,San Diego,437666.0,475736.0,45232.0,526437.0,596033.0,11114.0,666581.0,541032.0,23434.0,626957.0,536726.0,28599.0,735476.0,477766.0,93158.0
CA,San Francisco,241578.0,51496.0,26712.0,296772.0,54355.0,4802.0,322220.0,52292.0,8353.0,301723.0,47076.0,12410.0,345084.0,37688.0,23020.0
CA,San Joaquin,79776.0,81773.0,5690.0,87012.0,100978.0,1515.0,113974.0,91607.0,3768.0,114121.0,86071.0,4505.0,121124.0,88936.0,14106.0
CA,San Luis Obispo,44526.0,56859.0,7501.0,58742.0,67995.0,1910.0,68176.0,61055.0,3422.0,61258.0,59967.0,4413.0,67107.0,56164.0,11738.0
CA,San Mateo,166757.0,80296.0,12346.0,197922.0,83315.0,2840.0,222826.0,75057.0,5409.0,206085.0,72756.0,6879.0,237882.0,57929.0,18573.0
CA,Santa Barbara,73411.0,71493.0,10070.0,90314.0,76806.0,2005.0,105614.0,65585.0,3713.0,94129.0,64606.0,4585.0,107142.0,56365.0,13279.0
CA,Santa Clara,332490.0,188750.0,26889.0,386100.0,209094.0,7420.0,462241.0,190039.0,13309.0,450818.0,174843.0,17430.0,511684.0,144826.0,47199.0
CA,Santa Cruz,66618.0,29627.0,12105.0,89102.0,30354.0,2277.0,98745.0,25244.0,3494.0,90805.0,24047.0,5243.0,95249.0,22438.0,11134.0
CA,Shasta,20127.0,43278.0,3139.0,24339.0,52249.0,983.0,28867.0,49588.0,1935.0,25819.0,48067.0,2449.0,22301.0,51778.0,5974.0
CA,Sierra,540.0,1172.0,135.0,646.0,1249.0,50.0,743.0,1158.0,90.0,653.0,1056.0,86.0,601.0,1048.0,181.0
CA,Siskiyou,6323.0,12198.0,1298.0,7880.0,12673.0,310.0,9292.0,11520.0,658.0,8046.0,11077.0,787.0,7234.0,11341.0,1917.0
CA,Solano,75116.0,51604.0,5015.0,85096.0,62301.0,1349.0,102095.0,56035.0,2843.0,96783.0,52092.0,3569.0,102360.0,51920.0,11833.0
CA,Sonoma,117295.0,63529.0,16182.0,148261.0,68204.0,3612.0,168888.0,55127.0,5336.0,153942.0,54784.0,7782.0,160435.0,51408.0,19410.0
CA,Stanislaus,56448.0,67188.0,4631.0,58829.0,85407.0,1278.0,80279.0,77497.0,3239.0,77724.0,73459.0,4186.0,81647.0,78494.0,12005.0
CA,Sutter,8416.0,17350.0,798.0,9602.0,20254.0,289.0,13412.0,18911.0,618.0,12192.0,18122.0,712.0,13076.0,18176.0,2271.0
CA,Tehama,6507.0,13270.0,1077.0,7504.0,15572.0,329.0,8945.0,14843.0,648.0,7934.0,14235.0,808.0,6809.0,15494.0,1605.0
CA,Trinity,1932.0,3340.0,525.0,2782.0,3560.0,137.0,3233.0,2940.0,201.0,2674.0,2716.0,284.0,2214.0,2812.0,660.0
CA,Tulare,33006.0,54070.0,2742.0,32494.0,65399.0,846.0,43634.0,59765.0,1807.0,41752.0,56956.0,2392.0,47585.0,58299.0,6450.0
CA,Tuolumne,9359.0,13172.0,1196.0,10104.0,15745.0,339.0,11532.0,14988.0,661.0,9998.0,13880.0,809.0,9123.0,14551.0,1855.0
CA,Ventura,133258.0,136173.0,13261.0,148859.0,160314.0,3736.0,187601.0,145853.0,6346.0,170929.0,147958.0,8087.0,194402.0,132323.0,25001.0
CA,Yolo,33747.0,23057.0,4632.0,42885.0,28005.0,1119.0,53488.0,24592.0,1669.0,48715.0,23368.0,2392.0,54752.0,20739.0,6599.0
CA,Yuba,5546.0,9838.0,743.0,5687.0,12076.0,257.0,8866.0,12007.0,528.0,7711.0,11275.0,714.0,7910.0,13170.0,1918.0
CO,Adams,54132.0,47561.0,6159.0,69122.0,65912.0,1638.0,93443.0,63976.0,3080.0,100649.0,70972.0,4609.0,96558.0,80082.0,17025.0
CO,Alamosa,2455.0,2857.0,347.0,3017.0,3179.0,73.0,3521.0,2635.0,130.0,3811.0,2705.0,199.0,3189.0,3046.0,704.0
CO,Arapahoe,82614.0,97768.0,9560.0,110262.0,119475.0,2434.0,148218.0,113866.0,4064.0,153905.0,125588.0,6023.0,159885.0,117053.0,26108.0
CO,Archuleta,1432.0,2988.0,338.0,2141.0,3601.0,97.0,2836.0,3638.0,151.0,2679.0,3872.0,183.0,2500.0,4264.0,575.0
CO,Baca,531.0,1663.0,84.0,483.0,1680.0,23.0,536.0,1572.0,67.0,467.0,1559.0,80.0,283.0,1753.0,117.0
CO,Bent,783.0,1096.0,84.0,785.0,1338.0,32.0,799.0,1077.0,44.0,815.0,1075.0,52.0,590.0,1188.0,149.0
CO,Boulder,69983.0,50873.0,18770.0,105564.0,51586.0,2107.0,124159.0,44904.0,2700.0,125091.0,49981.0,4427.0,132334.0,41396.0,14412.0
CO,Chaffee,2768.0,4300.0,542.0,3766.0,4875.0,128.0,4861.0,4873.0,186.0,5086.0,5070.0,306.0,4888.0,5391.0,971.0
CO,Cheyenne,209.0,957.0,46.0,198.0,923.0,13.0,198.0,890.0,23.0,172.0,889.0,32.0,132.0,925.0,45.0
CO,Clear Creek,2188.0,2247.0,489.0,2989.0,2522.0,102.0,3332.0,2300.0,135.0,3119.0,2430.0,194.0,2729.0,2575.0,562.0
CO,Conejos,1749.0,1772.0,150.0,1894.0,1864.0,42.0,2154.0,1653.0,67.0,2213.0,1835.0,53.0,1771.0,1914.0,337.0
CO,Costilla,1054.0,504.0,90.0,1170.0,566.0,23.0,1245.0,415.0,37.0,1340.0,446.0,51.0,1125.0,588.0,135.0
CO,Crowley,511.0,855.0,79.0,478.0,1006.0,9.0,552.0,976.0,30.0,535.0,924.0,43.0,339.0,1079.0,109.0
CO,Custer,507.0,1451.0,153.0,739.0,1657.0,32.0,912.0,1672.0,45.0,868.0,1788.0,59.0,797.0,2061.0,208.0
CO,Delta,3264.0,8372.0,1050.0,4224.0,9722.0,213.0,5084.0,10067.0,283.0,4622.0,10915.0,388.0,4087.0,11655.0,1048.0
CO,Denver,122693.0,61224.0,14430.0,166135.0,69903.0,2634.0,204882.0,62567.0,4084.0,222018.0,73111.0,6565.0,244551.0,62690.0,24611.0
CO,Dolores,293.0,741.0,100.0,333.0,785.0,28.0,369.0,818.0,30.0,334.0,859.0,52.0,242.0,944.0,69.0
CO,Douglas,27076.0,56007.0,3142.0,39661.0,80651.0,888.0,61960.0,88108.0,1751.0,60991.0,104204.0,2586.0,68657.0,102573.0,16269.0
CO,Eagle,6772.0,7165.0,1251.0,9744.0,8533.0,234.0,13187.0,8179.0,286.0,12792.0,9411.0,465.0,14099.0,8990.0,2134.0
CO,Elbert,2326.0,6151.0,488.0,2834.0,8389.0,138.0,3819.0,9108.0,279.0,3603.0,10266.0,309.0,3134.0,11705.0,1139.0
CO,El Paso,61799.0,128294.0,10664.0,77648.0,161361.0,2777.0,108899.0,160318.0,3958.0,111819.0,170952.0,7404.0,108010.0,179228.0,31729.0
CO,Fremont,5293.0,9914.0,849.0,5933.0,12313.0,277.0,6844.0,12668.0,407.0,6704.0,13174.0,538.0,5297.0,15122.0,1554.0
CO,Garfield,6087.0,9103.0,1914.0,9228.0,11123.0,296.0,11357.0,11359.0,366.0,11305.0,12535.0,568.0,11271.0,13132.0,2067.0
CO,Gilpin,1099.0,1006.0,360.0,1807.0,1329.0,60.0,1954.0,1253.0,94.0,1892.0,1346.0,100.0,1634.0,1566.0,376.0
CO,Grand,2308.0,3570.0,475.0,3243.0,4260.0,106.0,4037.0,4128.0,143.0,3684.0,4253.0,250.0,3358.0,4494.0,736.0
CO,Gunnison,3059.0,3128.0,1049.0,4782.0,3479.0,159.0,5556.0,3131.0,183.0,5044.0,3341.0,282.0,5128.0,3289.0,995.0
CO,Hinsdale,188.0,316.0,62.0,236.0,355.0,11.0,240.0,344.0,15.0,229.0,353.0,18.0,197.0,339.0,53.0
CO,Huerfano,1495.0,1466.0,213.0,1663.0,1700.0,39.0,1989.0,1580.0,74.0,1953.0,1646.0,115.0,1633.0,1883.0,267.0
CO,Jackson,173.0,682.0,70.0,210.0,710.0,14.0,277.0,624.0,12.0,216.0,600.0,32.0,171.0,629.0,61.0
CO,Jefferson,100970.0,120138.0,14383.0,126558.0,140644.0,4091.0,158153.0,131627.0,5282.0,159296.0,144197.0,7559.0,160776.0,138177.0,29929.0
CO,Kiowa,211.0,728.0,29.0,172.0,712.0,8.0,178.0,650.0,24.0,118.0,677.0,26.0,91.0,728.0,36.0
CO,Kit Carson,809.0,2542.0,107.0,729.0,2721.0,52.0,912.0,2455.0,75.0,838.0,2785.0,79.0,536.0,2967.0,199.0
CO,Lake,1296.0,1056.0,276.0,1623.0,1261.0,65.0,1859.0,1078.0,65.0,1839.0,1098.0,103.0,1616.0,1270.0,313.0
CO,La Plata,7864.0,9993.0,2633.0,13409.0,11704.0,377.0,16057.0,11503.0,419.0,15489.0,12794.0,901.0,15525.0,12587.0,3038.0
CO,Larimer,46055.0,62429.0,10053.0,68266.0,75884.0,2285.0,89822.0,73641.0,2910.0,92747.0,82376.0,5057.0,93113.0,83430.0,19437.0
CO,Las Animas,3243.0,2569.0,282.0,3300.0,3196.0,91.0,3562.0,3086.0,113.0,3445.0,3263.0,154.0,2650.0,3710.0,433.0
CO,Lincoln,510.0,1630.0,59.0,503.0,1819.0,15.0,546.0,1717.0,41.0,552.0,1687.0,48.0,409.0,1892.0,135.0
CO,Logan,2296.0,5531.0,269.0,2491.0,6168.0,107.0,2846.0,6002.0,129.0,2712.0,6179.0,233.0,1851.0,7282.0,589.0
CO,Mesa,15465.0,32396.0,3193.0,19564.0,41539.0,782.0,24008.0,44578.0,1045.0,23846.0,47472.0,1629.0,21729.0,49779.0,6145.0
CO,Mineral,168.0,294.0,24.0,227.0,383.0,9.0,270.0,334.0,19.0,291.0,344.0,15.0,237.0,344.0,71.0
CO,Moffat,1223.0,3840.0,274.0,1355.0,4247.0,123.0,1582.0,4135.0,154.0,1330.0,4695.0,143.0,874.0,5305.0,346.0
CO,Montezuma,2556.0,6158.0,670.0,3867.0,6988.0,160.0,4661.0,6961.0,203.0,4542.0,7401.0,375.0,3973.0,7853.0,1032.0
CO,Montrose,4041.0,9266.0,908.0,4776.0,11218.0,225.0,6495.0,12199.0,459.0,6138.0,13552.0,440.0,5466.0,14382.0,1338.0
CO,Morgan,2885.0,5722.0,391.0,3039.0,6787.0,110.0,3813.0,6272.0,149.0,3912.0,6602.0,263.0,3151.0,8145.0,664.0
CO,Otero,2963.0,4082.0,267.0,3164.0,4947.0,69.0,3546.0,4393.0,125.0,3647.0,4382.0,163.0,2943.0,4928.0,581.0
CO,Ouray,705.0,1279.0,249.0,1278.0,1402.0,39.0,1636.0,1367.0,57.0,1646.0,1481.0,75.0,1697.0,1351.0,262.0
CO,Park,2393.0,3677.0,595.0,3445.0,4781.0,129.0,4250.0,4896.0,237.0,3862.0,5236.0,268.0,3421.0,6135.0,861.0
CO,Phillips,564.0,1573.0,83.0,582.0,1717.0,26.0,622.0,1612.0,26.0,588.0,1637.0,40.0,436.0,1791.0,105.0
CO,Pitkin,4137.0,2565.0,1098.0,6335.0,2784.0,136.0,7349.0,2484.0,133.0,6849.0,3024.0,202.0,7333.0,2550.0,640.0
CO,Prowers,1361.0,3026.0,137.0,1308.0,3392.0,45.0,1487.0,3043.0,85.0,1519.0,3230.0,114.0,1186.0,3531.0,299.0
CO,Pueblo,28888.0,22827.0,2231.0,35369.0,31117.0,696.0,41097.0,30257.0,1073.0,42551.0,31894.0,1749.0,35875.0,36265.0,6506.0
CO,Rio Blanco,543.0,2185.0,127.0,566.0,2403.0,34.0,655.0,2437.0,55.0,568.0,2724.0,77.0,436.0,2791.0,223.0
CO,Rio Grande,1707.0,3111.0,257.0,2006.0,3448.0,69.0,2448.0,2930.0,66.0,2478.0,2918.0,137.0,2001.0,3085.0,448.0
CO,Routt,4208.0,4472.0,958.0,6392.0,5199.0,170.0,8270.0,4725.0,204.0,7547.0,5469.0,301.0,7600.0,5230.0,1156.0
CO,Saguache,1145.0,1078.0,306.0,1594.0,1163.0,46.0,1730.0,953.0,64.0,1864.0,964.0,102.0,1417.0,1147.0,271.0
CO,San Juan,149.0,210.0,77.0,253.0,216.0,17.0,264.0,218.0,14.0,266.0,212.0,28.0,265.0,215.0,26.0
CO,San Miguel,1598.0,1043.0,614.0,2876.0,1079.0,64.0,3349.0,933.0,68.0,2992.0,1154.0,110.0,2975.0,1033.0,321.0
CO,Sedgwick,384.0,877.0,42.0,374.0,971.0,15.0,468.0,857.0,26.0,419.0,881.0,38.0,267.0,1015.0,82.0
CO,Summit,5304.0,4497.0,1267.0,8144.0,5370.0,221.0,9802.0,4883.0,214.0,9347.0,5571.0,394.0,9557.0,5100.0,1517.0
CO,Teller,2750.0,6477.0,620.0,3556.0,8094.0,190.0,4513.0,8146.0,247.0,4333.0,8702.0,372.0,3603.0,9745.0,1096.0
CO,Washington,477.0,1878.0,90.0,455.0,2050.0,25.0,529.0,1949.0,35.0,468.0,2076.0,47.0,296.0,2299.0,138.0
CO,Weld,23436.0,37409.0,3696.0,31868.0,55591.0,1193.0,47292.0,56526.0,2048.0,49050.0,63775.0,3041.0,46519.0,76651.0,12258.0
CO,Yuma,1082.0,3156.0,120.0,1064.0,3456.0,39.0,1117.0,3286.0,80.0,987.0,3490.0,100.0,726.0,3850.0,215.0
CT,Fairfield,193769.0,159659.0,16861.0,205902.0,189605.0,5460.0,241320.0,166845.0,2931.0,217294.0,175168.0,3668.0,243852.0,160077.0,17280.0
CT,Hartford,221167.0,127468.0,18921.0,229902.0,154919.0,6987.0,268301.0,138716.0,4768.0,244639.0,143238.0,4363.0,240403.0,148173.0,18288.0
CT,Litchfield,41806.0,39172.0,6360.0,44647.0,50160.0,1861.0,51037.0,46176.0,1657.0,43856.0,47201.0,1370.0,39775.0,53051.0,4616.0
CT,Middlesex,43319.0,29295.0,4819.0,47292.0,35252.0,1440.0,52966.0,32907.0,1282.0,47855.0,34591.0,1092.0,45357.0,38867.0,4400.0
CT,New Haven,197928.0,122919.0,20252.0,199060.0,160390.0,6942.0,232820.0,144465.0,4454.0,218972.0,138357.0,3697.0,205609.0,159048.0,14349.0
CT,New London,60449.0,41168.0,7530.0,66062.0,49931.0,2367.0,74745.0,48460.0,1560.0,67144.0,46119.0,1839.0,62278.0,54058.0,7192.0
CT,Tolland,33554.0,24705.0,4441.0,39146.0,31245.0,1338.0,44969.0,29262.0,1175.0,25957.0,19768.0,863.0,38506.0,34194.0,4724.0
CT,Windham,24023.0,16708.0,3232.0,25477.0,22324.0,1060.0,34133.0,21210.0,926.0,25957.0,19768.0,769.0,21792.0,25747.0,3284.0
DE,Kent,22790.0,24081.0,1376.0,23872.0,31578.0,527.0,36392.0,29827.0,706.0,35527.0,32135.0,1034.0,33351.0,36991.0,4256.0
DE,New Castle,127539.0,78587.0,6869.0,146171.0,93070.0,2203.0,178768.0,74608.0,3041.0,167082.0,81230.0,3700.0,162919.0,85525.0,13947.0
DE,Sussex,29739.0,34620.0,1928.0,30098.0,47003.0,648.0,40299.0,47939.0,832.0,39975.0,52119.0,1135.0,39333.0,62611.0,4064.0
DC,District of Columbia,171923.0,18073.0,11898.0,202970.0,21256.0,3360.0,245800.0,17367.0,2686.0,267070.0,21381.0,5313.0,282830.0,12723.0,15715.0
FL,Alachua,47365.0,34124.0,4240.0,62504.0,47762.0,1062.0,75565.0,48513.0,1441.0,69699.0,48797.0,1922.0,75820.0,46834.0,5917.0
FL,Baker,2392.0,5610.0,152.0,2180.0,7738.0,37.0,2327.0,8672.0,60.0,2311.0,8975.0,82.0,2112.0,10294.0,228.0
FL,Bay,18850.0,38637.0,1318.0,21068.0,53404.0,552.0,23653.0,56683.0,791.0,22051.0,56876.0,934.0,21797.0,62194.0,3462.0
FL,Bradford,3075.0,5414.0,184.0,3244.0,7557.0,54.0,3430.0,8136.0,110.0,3325.0,8219.0,91.0,2924.0,8913.0,261.0
FL,Brevard,97318.0,115185.0,5892.0,110309.0,153068.0,2085.0,127620.0,157589.0,2650.0,122993.0,159300.0,3266.0,119679.0,181848.0,13225.0
FL,Broward,387703.0,177902.0,9538.0,453873.0,244674.0,8325.0,492640.0,237729.0,3530.0,508312.0,244101.0,4009.0,553320.0,260951.0,17680.0
FL,Calhoun,2155.0,2873.0,146.0,2116.0,3782.0,65.0,1821.0,4345.0,78.0,1664.0,4366.0,122.0,1241.0,4655.0,185.0
FL,Charlotte,29645.0,35426.0,1825.0,34256.0,44428.0,1102.0,39031.0,45205.0,922.0,35906.0,47996.0,780.0,33445.0,60218.0,2711.0
FL,Citrus,25525.0,29767.0,1914.0,29277.0,39500.0,690.0,31460.0,43706.0,992.0,28460.0,44662.0,813.0,22789.0,54456.0,2455.0
FL,Clay,14632.0,41736.0,985.0,18971.0,62078.0,446.0,26697.0,67203.0,677.0,25759.0,70022.0,808.0,27822.0,74963.0,3698.0
FL,Collier,29921.0,60450.0,1791.0,43892.0,83631.0,1160.0,54450.0,86379.0,1159.0,51698.0,96520.0,894.0,61085.0,105423.0,4281.0
FL,Columbia,7047.0,10964.0,497.0,8031.0,16758.0,202.0,9171.0,18670.0,287.0,8462.0,18429.0,272.0,7601.0,20368.0,738.0
FL,Desoto,3320.0,4256.0,241.0,3913.0,5524.0,73.0,4383.0,5632.0,116.0,4174.0,5587.0,104.0,3781.0,6778.0,259.0
FL,Dixie,1826.0,2697.0,143.0,1960.0,4434.0,48.0,1925.0,5194.0,145.0,1798.0,5052.0,91.0,1270.0,5822.0,110.0
FL,Duval,107864.0,152098.0,4674.0,158610.0,220190.0,2261.0,202618.0,210537.0,2606.0,196737.0,211615.0,3496.0,205704.0,211672.0,15319.0
FL,Escambia,40943.0,73017.0,2688.0,48329.0,93566.0,1383.0,61572.0,91411.0,1464.0,58185.0,88711.0,1606.0,57461.0,88808.0,6200.0
FL,Flagler,13897.0,12613.0,601.0,18578.0,19633.0,269.0,24726.0,23951.0,354.0,23207.0,26969.0,419.0,22026.0,33850.0,1627.0
FL,Franklin,2046.0,2454.0,144.0,2401.0,3472.0,58.0,2134.0,3818.0,77.0,1845.0,3570.0,59.0,1744.0,4125.0,146.0
FL,Gadsden,9735.0,4767.0,225.0,14629.0,6253.0,102.0,15582.0,6811.0,117.0,15770.0,6630.0,99.0,15020.0,6728.0,365.0
FL,Gilchrist,1910.0,3300.0,185.0,2017.0,4936.0,62.0,1996.0,5656.0,167.0,1885.0,5917.0,107.0,1458.0,6740.0,222.0
FL,Glades,1442.0,1841.0,82.0,1718.0,2443.0,27.0,1674.0,2533.0,54.0,1603.0,2344.0,42.0,1271.0,2996.0,86.0
FL,Gulf,2397.0,3550.0,197.0,2407.0,4805.0,65.0,2149.0,4980.0,76.0,2014.0,4995.0,99.0,1720.0,5329.0,244.0
FL,Hamilton,1722.0,2146.0,96.0,2260.0,2792.0,27.0,2364.0,3179.0,44.0,2228.0,3138.0,41.0,1904.0,3443.0,113.0
FL,Hardee,2339.0,3765.0,129.0,2149.0,5049.0,51.0,2568.0,4763.0,81.0,2463.0,4696.0,67.0,2149.0,5242.0,192.0
FL,Hendry,3240.0,4747.0,152.0,3960.0,5757.0,58.0,4998.0,5780.0,101.0,4751.0,5355.0,79.0,4615.0,6195.0,305.0
FL,Hernando,32644.0,30646.0,1929.0,37187.0,42635.0,725.0,41886.0,45021.0,994.0,37830.0,44938.0,899.0,31795.0,58970.0,3031.0
FL,Highlands,14167.0,20206.0,776.0,15347.0,25878.0,271.0,18135.0,26221.0,427.0,16148.0,25915.0,381.0,14937.0,29565.0,1184.0
FL,Hillsborough,169557.0,180760.0,9978.0,214132.0,245576.0,3514.0,272963.0,236355.0,3994.0,286467.0,250186.0,5449.0,307896.0,266870.0,22894.0
FL,Holmes,2177.0,5011.0,207.0,1810.0,6412.0,78.0,1446.0,7033.0,110.0,1264.0,6919.0,91.0,853.0,7483.0,178.0
FL,Indian River,19768.0,28635.0,1219.0,23956.0,36938.0,520.0,29710.0,40176.0,705.0,27492.0,43450.0,522.0,29043.0,48620.0,2346.0
FL,Jackson,6868.0,9138.0,294.0,7555.0,12122.0,130.0,7671.0,13717.0,177.0,7342.0,13418.0,181.0,6397.0,14257.0,387.0
FL,Jefferson,3041.0,2478.0,125.0,4135.0,3298.0,45.0,4088.0,3797.0,72.0,3945.0,3808.0,55.0,3541.0,3930.0,174.0
FL,Lafayette,789.0,1670.0,46.0,845.0,2460.0,20.0,642.0,2679.0,38.0,687.0,2668.0,44.0,518.0,2809.0,65.0
FL,Lake,36571.0,50010.0,2030.0,48221.0,74389.0,1340.0,62948.0,82802.0,1176.0,61799.0,87643.0,1369.0,62838.0,102188.0,5436.0
FL,Lee,73560.0,106141.0,4676.0,93860.0,144176.0,2631.0,119701.0,147608.0,1967.0,110157.0,154163.0,1846.0,124908.0,191551.0,9961.0
FL,Leon,61427.0,39062.0,2635.0,83873.0,51615.0,891.0,91747.0,55705.0,1156.0,90881.0,55805.0,1667.0,92068.0,53821.0,6243.0
FL,Levy,5398.0,6858.0,468.0,6074.0,10410.0,168.0,6711.0,11754.0,260.0,6119.0,12054.0,226.0,5101.0,13775.0,519.0
FL,Liberty,1017.0,1317.0,76.0,1070.0,1927.0,24.0,895.0,2339.0,44.0,942.0,2301.0,41.0,651.0,2543.0,102.0
FL,Madison,3014.0,3038.0,110.0,4050.0,4191.0,63.0,4270.0,4544.0,93.0,4176.0,4474.0,65.0,3526.0,4851.0,128.0
FL,Manatee,49177.0,57952.0,3092.0,61262.0,81318.0,1041.0,70034.0,80721.0,1239.0,66503.0,85627.0,1361.0,71224.0,101944.0,5790.0
FL,Marion,44665.0,55141.0,3150.0,57271.0,81283.0,1123.0,70839.0,89628.0,1555.0,66831.0,93043.0,1511.0,62041.0,107833.0,4826.0
FL,Martin,26620.0,33970.0,1423.0,30208.0,41362.0,883.0,33508.0,44143.0,643.0,30107.0,48183.0,583.0,30185.0,53204.0,2403.0
FL,Miami-Dade,328808.0,289533.0,7108.0,409732.0,361095.0,3899.0,499831.0,360551.0,3104.0,541440.0,332981.0,3893.0,624146.0,333999.0,22059.0
FL,Monroe,16483.0,16059.0,1354.0,19654.0,19467.0,414.0,20907.0,18933.0,432.0,19404.0,19234.0,419.0,18971.0,21904.0,1603.0
FL,Nassau,6952.0,16404.0,424.0,8573.0,23783.0,387.0,10618.0,27403.0,283.0,10251.0,29929.0,348.0,10869.0,34266.0,1472.0
FL,Okaloosa,16948.0,52093.0,1639.0,19368.0,69693.0,695.0,25872.0,68789.0,868.0,23421.0,70168.0,1209.0,23780.0,71893.0,5182.0
FL,Okeechobee,4588.0,5057.0,208.0,5153.0,6978.0,59.0,5108.0,7561.0,117.0,4856.0,7328.0,140.0,3959.0,9356.0,338.0
FL,Orange,140220.0,134517.0,5388.0,193354.0,192539.0,2151.0,273009.0,186832.0,2870.0,273665.0,188589.0,4105.0,329894.0,195216.0,21165.0
FL,Osceola,28181.0,26212.0,1266.0,38633.0,43117.0,454.0,59962.0,40086.0,622.0,67239.0,40592.0,867.0,85458.0,50301.0,4447.0
FL,Palm Beach,269732.0,152951.0,10503.0,328687.0,212688.0,3247.0,361271.0,226037.0,3192.0,349651.0,247398.0,3672.0,374673.0,272402.0,15257.0
FL,Pasco,69564.0,68582.0,4585.0,84749.0,103230.0,2937.0,102417.0,110104.0,2345.0,98263.0,112427.0,2883.0,90142.0,142101.0,8896.0
FL,Pinellas,200630.0,184825.0,13017.0,225460.0,225686.0,4211.0,248299.0,210066.0,4917.0,239104.0,213258.0,5340.0,233701.0,239201.0,19501.0
FL,Polk,75200.0,90295.0,3112.0,86009.0,123559.0,1262.0,113865.0,128878.0,2090.0,114622.0,131577.0,2484.0,117433.0,157430.0,9451.0
FL,Putnam,12102.0,13447.0,673.0,12412.0,18311.0,250.0,13236.0,19637.0,298.0,11667.0,19326.0,331.0,10094.0,22138.0,885.0
FL,St. Johns,19502.0,39546.0,1698.0,26399.0,59196.0,695.0,35791.0,69222.0,831.0,35190.0,78513.0,1092.0,43099.0,88684.0,4731.0
FL,St. Lucie,41559.0,34705.0,1725.0,51835.0,47592.0,636.0,67125.0,52512.0,942.0,65869.0,56202.0,956.0,66881.0,70289.0,3677.0
FL,Santa Rosa,12802.0,36274.0,1243.0,14659.0,52059.0,589.0,19470.0,55972.0,743.0,17768.0,58186.0,892.0,18464.0,65339.0,3942.0
FL,Sarasota,72853.0,83100.0,4989.0,88442.0,104692.0,2518.0,102686.0,102897.0,1770.0,95119.0,110504.0,1857.0,97870.0,124438.0,6755.0
FL,Seminole,59174.0,75677.0,2783.0,76971.0,108172.0,1052.0,99335.0,105070.0,1490.0,96445.0,109943.0,2232.0,105914.0,109443.0,9539.0
FL,Sumter,9637.0,12127.0,497.0,11584.0,19800.0,458.0,17655.0,30866.0,347.0,19524.0,40646.0,309.0,22638.0,52730.0,1297.0
FL,Suwannee,4075.0,8006.0,392.0,4522.0,11153.0,127.0,4916.0,12534.0,212.0,4751.0,12672.0,206.0,3964.0,14287.0,443.0
FL,Taylor,2649.0,4056.0,103.0,3049.0,5467.0,65.0,2803.0,6457.0,106.0,2764.0,6249.0,107.0,2152.0,6930.0,208.0
