state,county,2008D,2012D,2016D,2020D,2008R,2012R,2016R,2020R,2008O,2012O,2016O,2020O
MD,Baltimore,206373,222466,225315,229795,139011,154031,152881,159942,18488,13273,27488,24807
MD,Calvert,19295,20205,18933,16636,23429,25096,25439,29331,2012,1390,2681,4352
MD,Caroline,4997,5049,4375,3580,8627,8618,9027,10102,439,347,551,960
MD,Carroll,26549,27247,26369,24919,53011,60076,56958,61439,7771,4099,10130,8563
MD,Cecil,16256,16575,15043,12570,25070,26244,27397,33018,1815,1218,1947,2011
MD,Charles,46122,49154,47903,48557,22422,24736,25399,32283,2154,1619,3164,5794
MD,Dorchester,6986,7282,6521,5766,8454,8499,8449,8803,339,271,429,735
MD,Frederick,55836,57336,56572,56160,47065,59589,55054,69228,10802,5824,17040,18012
MD,Garrett,3718,3437,3021,2390,9503,10149,10454,12597,393,329,504,860
MD,Harford,48649,50795,48349,45015,71101,79961,76338,82246,9596,4901,12263,8649
MD,Howard,90441,97592,97580,101285,44688,55259,48106,48782,13196,7377,20337,18785
MD,Kent,5139,5052,4742,4507,5089,5122,4957,5311,328,255,426,759
MD,Montgomery,318331,330879,343431,353159,78921,116576,94876,128868,19055,13140,29007,26512
MD,Prince George's,328655,349166,348511,361120,16414,26033,34313,96180,13953,7962,21765,19941
MD,Queen Anne's,8551,8747,8214,7682,15851,16958,16992,18568,950,598,1117,1722
MD,St. Mary's,18212,19153,17994,15891,25585,27612,27347,30334,2202,1630,3752,8272
MD,Somerset,5051,5342,4526,3872,5403,5342,5304,5687,204,168,287,512
MD,Talbot,9002,9062,8787,8561,10752,11713,11163,11894,701,347,822,1178
MD,Washington,23658,23736,22037,18277,32177,36617,37529,51661,2870,2058,3535,4478
MD,Wicomico,18664,19497,18578,16993,21295,22734,22556,24530,1360,1115,1769,3132
MD,Worcester,10960,11300,10390,9243,16120,17194,17305,19007,798,531,917,1397
MD,Baltimore City,210047,225584,208825,212531,19355,25040,25697,42105,12716,7505,19924,20012
MA,Barnstable,73337,75279,71699,77852,48858,60254,53472,56132,6798,3626,8034,4511
MA,Berkshire,47847,49802,45941,42209,13839,14869,16748,23571,3342,1724,3701,1941
MA,Bristol,134563,141860,133940,136575,93126,100348,100538,104077,14340,7726,20142,15061
MA,Dukes,8269,8391,8337,8735,2714,2917,2553,2854,371,257,456,775
MA,Essex,203220,214693,218648,223423,131962,149309,141324,141195,16916,10122,25464,20552
MA,Franklin,26194,26838,25266,22625,8723,9497,10337,14359,2326,1670,2658,3100
MA,Hampden,114677,124547,119360,116567,71322,80689,76997,82944,11384,5124,15127,7437
MA,Hampshire,56716,60129,56926,55312,20019,22128,21921,24927,5925,3698,7325,7166
MA,Middlesex,477749,483397,510900,527695,241061,269762,229076,238650,20544,15946,30374,28548
MA,Nantucket,4379,4083,4132,4334,2138,2318,1957,2210,210,154,280,494
MA,Norfolk,195270,207733,213480,219170,127826,144696,128773,126876,16637,9796,24922,19945
MA,Plymouth,128423,134664,137799,137330,109421,122289,119504,118556,13267,6894,17938,11490
MA,Suffolk,210318,227062,235823,242824,54639,61072,54498,47920,13908,7568,19326,14944
MA,Worcester,193147,200430,201970,205665,147987,163924,162626,163977,18185,11547,27626,23525
MI,Alcona,2861,2786,2232,1695,3740,3708,3946,5045,171,97,203,333
MI,Alger,2589,2506,2033,1598,2493,2467,2462,3066,154,112,210,354
MI,Allegan,21338,20077,19294,17510,26618,30818,32432,47801,2519,998,3131,1919
MI,Alpena,7138,7011,5920,4245,7433,7623,8564,11426,471,179,548,735
MI,Antrim,5788,5393,4975,4136,7318,8014,8321,10906,449,186,513,707
MI,Arenac,3974,4008,3135,2145,4191,4184,4584,6066,228,145,276,453
MI,Baraga,1927,1852,1429,1071,2122,2024,2050,2593,107,70,137,212
MI,Barry,12003,11759,10428,8116,15447,17091,19041,27080,1304,290,1826,1170
MI,Bay,28375,26711,24189,19904,22954,25334,26765,35925,2074,764,2636,1699
MI,Benzie,5264,4913,4541,3831,4768,5115,5314,7123,351,193,419,707
MI,Berrien,37412,31375,32599,33321,29046,35923,35628,52415,2864,1388,3277,2121
MI,Branch,7530,7178,6123,4147,9407,10270,11372,15886,540,180,634,724
MI,Calhoun,29974,27273,25839,23268,25334,27891,30157,43369,2300,1100,2598,1716
MI,Cass,10439,9754,8566,6029,10987,12607,13839,20264,680,207,833,859
MI,Charlevoix,6501,6214,5687,4750,7285,8051,8424,11326,506,186,596,809
MI,Cheboygan,6271,6143,5175,3668,6977,7430,8236,11433,448,206,516,745
MI,Chippewa,7546,7415,6345,4612,7974,8507,9006,11677,587,206,706,909
MI,Clare,6817,6733,5435,3422,7209,7330,8044,10251,434,185,490,667
MI,Clinton,18315,17982,17345,15868,18140,20721,21556,28760,1603,476,2153,1530
MI,Crawford,3443,3318,2672,1827,3712,3816,4092,5580,258,113,279,425
MI,Delta,9054,8820,7639,5673,8986,9766,10650,14519,601,174,729,786
MI,Dickinson,5668,5381,4690,3564,7226,7816,8252,10894,447,185,511,701
MI,Eaton,27654,26585,25594,23793,21816,25212,26513,37829,2619,1177,3082,2044
MI,Emmet,8063,7542,7371,6746,9167,10320,10539,13723,747,243,922,1034
MI,Genesee,135445,121924,110241,115479,53788,73506,71333,118685,8479,3344,10950,4680
MI,Gladwin,6127,6169,4891,3088,6780,6934,7646,9955,369,156,412,557
MI,Gogebic,4574,4424,3654,2551,3354,3486,3775,5392,262,112,282,427
MI,Grand Traverse,21630,20913,21343,22220,22143,25828,26107,34795,2237,1006,2617,1948
MI,Gratiot,8144,7816,6722,4661,7784,8375,9557,13991,587,177,707,792
MI,Hillsdale,7675,7316,6041,3655,10980,12057,13617,19499,694,236,834,855
MI,Houghton,7261,7153,6553,5708,7727,8368,8514,10631,708,266,838,936
MI,Huron,7400,6959,5829,3729,8337,8999,10189,14582,460,135,531,568
MI,Ingham,92239,78898,80353,84655,31661,40087,39744,63451,7569,3819,9166,5209
MI,Ionia,11265,11232,9702,7183,12990,14523,16451,24220,1177,463,1407,1257
MI,Iosco,6691,6579,5407,3556,6753,7086,7874,10777,449,184,513,671
MI,Iron,2954,2954,2459,2207,3247,3312,3447,4547,161,104,187,286
MI,Isabella,14348,12981,12439,10581,11078,11489,12252,15072,1036,321,1326,1224
MI,Jackson,32734,29858,27820,23993,30563,35573,36641,52824,3089,1415,3633,2153
MI,Kalamazoo,76535,68353,68093,71830,41169,51171,47447,59451,7238,3109,9080,4701
MI,Kalkaska,3696,3545,2874,1920,4843,4982,5621,7927,290,159,328,528
MI,Kent,153637,130129,140466,133931,108266,161134,142394,206047,14653,8426,20877,14302
MI,Keweenaw,912,820,579,493,1081,988,801,836,60,40,74,112
MI,Lake,3065,3043,2397,1679,2647,2584,2844,3939,146,81,173,277
MI,Lapeer,18360,17915,15201,10359,22078,24332,27982,44082,1758,473,2406,1372
MI,Leelanau,7272,6883,6907,6826,6699,7506,7325,9127,456,171,546,824
MI,Lenawee,21538,20773,18740,14918,19949,22341,25357,39328,1867,846,2139,1555
MI,Livingston,41226,36447,36923,36411,51648,63340,59860,75782,4891,2009,6131,3191
MI,Luce,1464,1302,922,464,1694,1704,1654,2239,85,42,105,158
MI,Mackinac,3141,2977,2501,1923,3350,3473,3591,4803,164,92,201,338
MI,Macomb,221703,205622,182284,195147,170095,199476,210606,229473,12867,4085,17825,10792
MI,Manistee,6807,6742,5783,4325,5548,5822,6499,9143,463,209,533,766
MI,Marquette,18302,18460,17358,15726,12150,13734,14644,20026,1472,599,1756,1464
MI,Mason,7220,7047,6106,4493,7024,7657,8213,11257,560,183,673,838
MI,Mecosta,8204,7826,6849,4989,9231,9634,10157,12452,620,177,763,801
MI,Menominee,5588,5549,4466,2880,4963,5477,6171,9468,370,145,407,560
MI,Midland,18602,17787,17029,15816,20424,23587,23487,29441,1942,658,2543,1823
MI,Missaukee,2845,2564,2075,1282,4536,4735,5102,6964,209,126,265,455
MI,Monroe,35312,35555,30668,21650,36324,37913,40014,52061,3262,1219,4158,2047
MI,Montcalm,11586,11610,9610,6403,13094,14243,16350,23555,1124,383,1411,1230
MI,Montmorency,2501,2385,1783,1019,2966,3001,3259,4598,148,101,180,279
MI,Muskegon,51395,42661,42796,40830,23498,29031,33100,60997,3605,1595,4346,2569
MI,Newaygo,9403,8976,7590,4980,11626,12813,14622,21277,768,208,975,868
MI,Oakland,363592,347378,345694,347428,229832,341284,301274,415331,17774,10789,27119,22619
MI,Oceana,5871,5402,4770,3474,5888,6302,6862,9533,479,178,559,762
MI,Ogemaw,5078,5164,4002,2499,5602,5634,6315,8401,368,150,405,556
MI,Ontonagon,2095,1909,1520,1074,1892,1989,1965,2813,123,72,144,217
MI,Osceola,4566,4364,3536,2266,6084,6306,6952,9375,358,197,417,680
MI,Oscoda,2036,1966,1433,872,2552,2441,2648,3577,131,87,153,221
MI,Otsego,5263,4954,4273,3069,6827,7190,7876,10606,466,173,545,756
MI,Ottawa,52309,42080,47266,49682,67991,89158,83813,101516,8055,3095,10429,5048
MI,Presque Isle,3706,3532,2948,2159,3834,3888,4198,5642,236,129,262,420
MI,Roscommon,6590,6614,5367,3585,6803,6959,7761,10390,423,167,480,670
MI,Saginaw,56311,53103,48274,44906,34891,41519,41361,58061,3573,1475,4430,2303
MI,St. Clair,35209,31777,28406,22688,35349,40223,43211,66094,3620,1283,4738,2291
MI,St. Joseph,10701,10208,8855,6182,11647,13076,14779,21915,864,194,1146,908
MI,Sanilac,7920,7544,6216,3790,10138,11173,12965,19432,644,153,806,717
MI,Schoolcraft,2277,2165,1729,1328,2332,2268,2377,3162,133,71,167,272
MI,Shiawassee,17056,16955,14692,10898,14650,16181,19073,29691,1508,532,1903,1402
MI,Tuscola,11724,11758,9477,5963,13492,14799,16646,23531,814,292,983,952
MI,Van Buren,16652,16421,14904,12414,14592,16392,17822,24745,1342,479,1681,1376
MI,Washtenaw,132617,120842,125380,124572,39183,52934,46798,62174,9239,4904,11295,6464
MI,Wayne,641822,578985,516406,494615,167560,244661,231572,335921,17860,9890,27274,22529
MI,Wexford,6680,6414,5403,3600,8093,8669,9561,13096,536,223,625,844
MN,Aitkin,4499,4693,3791,2949,4907,4765,5227,6591,369,239,433,705
MN,Anoka,81635,90714,82863,78345,86776,97795,95332,97162,15524,8782,23324,18280
MN,Becker,7181,7122,6089,4501,8863,9498,10459,14185,704,325,796,948
MN,Beltrami,11230,11966,10032,7425,9714,10143,10672,13011,1363,762,1627,2254
MN,Benton,7992,8486,6811,4690,11346,11731,12370,14386,961,639,1028,1278
MN,Big Stone,1704,1628,1208,861,1644,1552,1517,1923,128,88,174,284
MN,Blue Earth,17718,18102,16204,13093,14201,15524,15928,19300,2571,1620,2977,3171
MN,Brown,5603,5857,4613,3060,7326,8024,8473,11387,783,381,905,1198
MN,Carlton,10731,11679,9840,7944,7071,6997,7711,9551,999,529,1146,1513
MN,Carver,20362,21134,21321,22407,27381,31136,28452,27965,4256,2076,5221,4144
MN,Cass,6940,7182,5893,4231,8964,9399,9748,11590,650,307,740,950
MN,Chippewa,3135,3330,2562,2061,3265,3113,3465,4593,286,201,355,609
MN,Chisago,12015,12871,10815,8189,16505,17565,18259,21442,1682,801,1892,1539
MN,Clay,15208,15202,14061,12040,10847,12685,13620,19892,2051,1109,2434,2765
MN,Clearwater,2003,2026,1468,1018,2632,2501,2701,3543,135,107,180,283
MN,Cook,2374,2214,1992,1862,1371,1392,1190,1474,183,155,265,476
MN,Cottonwood,2770,2735,2156,1616,3284,3394,3511,4680,210,165,284,501
MN,Crow Wing,14404,14952,12809,9712,19026,20648,21782,27631,1736,952,1895,1777
MN,Dakota,112054,117577,114698,113239,90884,108540,102680,104917,16639,9802,25476,20650
MN,Dodge,4515,4740,3736,2647,5844,5801,6227,7618,597,349,699,1083
MN,Douglas,8596,8888,7357,5194,11701,12532,13501,17275,996,474,1141,1357
MN,Faribault,3566,3700,2845,2060,4109,4202,4509,6127,369,244,439,718
MN,Fillmore,5662,6007,4765,3443,5039,5051,5855,8335,564,258,649,866
MN,Freeborn,9034,9645,7602,5011,7095,7251,8301,11438,731,427,805,1071
MN,Goodhue,11813,12639,10811,8607,12809,13723,14064,16478,1482,766,1650,1663
MN,Grant,1957,1925,1445,1071,1891,1866,1905,2609,181,136,243,417
MN,Hennepin,412597,427813,430406,449052,169986,236946,195463,229672,22432,18279,33503,34008
MN,Houston,5687,5586,4813,3710,4588,4950,5350,7657,512,251,603,928
MN,Hubbard,4815,4977,4073,3145,6964,7006,7122,7899,479,279,578,960
MN,Isanti,7857,8341,6751,4777,12081,12603,13244,15475,1082,554,1221,1427
MN,Itasca,12280,13171,10888,8069,10798,11234,12374,15809,1289,662,1392,1331
MN,Jackson,2576,2563,1982,1492,3217,3170,3363,4337,234,167,294,507
MN,Kanabec,3764,3898,2981,1989,4832,4601,4999,6063,396,229,454,676
MN,Kandiyohi,9549,10083,8426,6269,11413,11955,12626,15300,1086,487,1257,1378
MN,Kittson,1719,1562,1132,601,1230,1220,1201,1787,118,101,170,287
MN,Koochiching,3568,3723,2913,2227,2966,2925,3326,4882,302,211,366,612
MN,Lac Qui Parle,2092,2202,1681,1527,2171,2082,2154,2818,167,105,204,331
MN,Lake,4116,4289,3583,3128,2876,2778,2841,3492,292,225,380,664
MN,Lake of the Woods,1224,1140,752,404,1549,1467,1438,1874,93,79,122,187
MN,Le Sueur,6678,7024,5605,3816,8094,8188,8805,10672,708,313,818,1002
MN,Lincoln,1655,1690,1171,810,1748,1714,1760,2451,147,113,188,289
MN,Lyon,5745,5725,4682,3161,6130,6650,7040,9550,669,367,787,1204
MN,McLeod,7059,7231,5943,4161,11004,11662,12089,14442,1070,561,1166,1275
MN,Mahnomen,1678,1565,1173,793,1014,1020,911,1336,98,55,125,194
MN,Marshall,2321,2302,1705,1150,2258,2509,2842,4815,227,177,299,514
MN,Martin,4088,4311,3451,2849,6406,6818,6863,8315,457,264,523,781
MN,Meeker,5076,5293,4117,2787,7177,7275,7754,9391,592,238,689,770
MN,Mille Lacs,5805,6121,4710,2952,7412,7381,8007,9772,593,228,694,761
MN,Morrison,5799,6382,4856,3498,10759,11021,12181,15192,670,373,723,908
MN,Mower,9956,11174,9214,7929,7312,7317,8342,11116,921,483,1000,1136
MN,Murray,2470,2472,1788,1045,2517,2569,2735,3885,237,140,288,486
MN,Nicollet,9506,9917,8697,7160,7689,8374,8451,10448,1136,609,1340,1858
MN,Nobles,4185,4115,3364,2390,4309,4593,5002,7164,388,187,449,716
MN,Norman,2275,2068,1643,1086,1282,1423,1473,2534,172,134,237,406
MN,Olmsted,38803,40145,38129,34551,34273,37453,35965,38165,8701,4295,11891,10024
MN,Otter Tail,12429,12441,10821,8257,17456,19413,20711,27672,1490,754,1607,1342
MN,Pennington,3433,3343,2688,1872,3342,3377,3730,5287,334,253,423,736
MN,Pine,6478,6997,5635,4420,7232,7239,7844,9634,655,341,719,901
MN,Pipestone,2162,2048,1533,942,2832,2892,3093,4335,205,140,263,454
MN,Polk,7132,7032,5795,3788,6772,7556,8551,12989,671,310,775,1024
MN,Pope,3268,3277,2638,2064,3353,3276,3547,4660,252,173,313,542
MN,Ramsey,174124,187582,184635,186797,67197,81789,72635,77112,17819,11489,27291,23747
MN,Red Lake,1385,1245,816,287,1213,1148,1068,1421,124,90,160,249
MN,Redwood,3281,3329,2508,1585,4370,4619,4889,6659,379,242,438,690
MN,Renville,3752,3749,2876,1821,4121,4230,4587,6246,406,163,456,599
MN,Rice,16658,17665,15977,13976,14085,15216,15425,17749,1732,1068,1955,2309
MN,Rock,2257,2226,1714,1259,2888,2921,2987,3917,218,140,275,483
MN,Roseau,3108,3000,2359,1500,4289,4443,5103,7615,290,231,376,654
MN,Saint Louis,68125,73085,63074,60267,38740,41362,41873,50475,11001,5614,14756,10676
MN,Scott,27888,28953,27958,26242,37880,41790,39528,40732,6455,3254,8412,7162
MN,Sherburne,16649,17570,15243,11691,27541,29080,29633,34266,3075,1698,3630,3373
MN,Sibley,2960,3148,2442,2026,4778,4861,5004,6084,404,247,469,754
MN,Stearns,32234,32569,28511,20423,41646,45450,44797,51830,5890,3332,6867,4381
MN,Steele,8473,8905,7323,5205,10146,10509,11061,13266,1118,550,1229,1237
MN,Stevens,2881,2969,2446,2204,2790,2883,2791,3500,273,203,356,628
MN,Swift,2727,2972,2233,1894,2466,2354,2666,3799,221,165,278,471
MN,Todd,4990,5177,3834,2098,7080,7085,7965,10340,496,264,551,771
MN,Traverse,1276,1212,826,527,1168,1052,988,1282,78,52,96,142
MN,Wabasha,5455,5715,4644,3538,6258,6325,6709,8195,581,304,667,951
MN,Wadena,2893,2819,2209,1539,4470,4357,4625,5625,248,206,326,557
MN,Waseca,4417,4662,3567,2350,5411,5359,5751,7147,511,282,590,889
MN,Washington,69450,73807,69547,68935,59947,72118,65571,67417,12021,6287,16138,11006
MN,Watonwan,2707,2752,2183,1750,2552,2610,2675,3677,261,178,316,534
MN,Wilkin,1742,1530,1165,661,1833,1946,1980,2987,152,118,219,377
MN,Winona,14763,15182,13156,10191,10140,11506,12162,16730,1763,1043,2022,2404
MN,Wright,23948,24708,22053,16699,39928,42911,41879,45149,5458,2998,6523,4588
MN,Yellow Medicine,2769,2776,2092,1419,2883,2890,3106,4260,237,180,296,489
MS,Adams,8873,9278,8301,7203,6555,6643,6212,6072,135,107,171,258
MS,Alcorn,3082,3561,3215,4438,11116,11476,11577,12248,128,180,239,534
MS,Amite,3546,3483,3005,2534,4595,4650,4362,4440,45,49,54,84
MS,Attala,4026,4043,3504,2968,5478,5418,5094,4893,60,45,89,159
MS,Benton,2370,2302,1959,1814,2625,2279,2280,2321,47,28,42,47
MS,Bolivar,10119,10706,9609,8342,5105,5017,4767,4721,114,137,172,313
MS,Calhoun,2787,2816,2230,1672,4770,4667,4471,4471,57,66,75,122
MS,Carroll,2344,2267,1884,1583,4244,4206,3912,3830,22,23,36,74
MS,Chickasaw,4664,4626,4051,3412,4619,4339,4263,4291,70,115,95,164
MS,Choctaw,1812,1689,1364,1074,2981,2989,2790,3023,39,34,46,70
MS,Claiborne,4832,5071,4194,3348,889,846,613,683,10,18,20,51
MS,Clarke,3322,3249,2813,2365,5502,5389,5237,5320,55,86,59,76
MS,Clay,6525,6675,5992,5164,4669,4584,4331,4303,63,66,102,198
MS,Coahoma,7558,7985,6931,5808,2560,2801,2611,3512,14,35,83,255
MS,Copiah,7495,7568,6954,6005,6781,6681,6375,6131,88,93,115,180
MS,Covington,4039,4027,3532,3053,5777,5685,5512,5532,68,67,84,125
MS,DeSoto,19447,20759,20065,19555,44901,44684,43923,42911,1031,777,1758,4899
MS,Forrest,12091,13285,12103,11614,15019,16840,16159,17830,439,438,730,1700
MS,Franklin,2088,1981,1651,1386,3115,2976,2830,2973,42,34,52,82
MS,George,1585,1587,1242,1220,8228,8504,8428,8988,103,118,138,222
MS,Greene,1560,1561,1168,994,4698,4710,4403,4319,55,63,56,64
MS,Grenada,5212,5395,4712,4095,6426,6346,6126,6072,63,61,95,172
MS,Hancock,3116,3834,3542,5168,13343,13906,13918,14846,318,330,415,703
MS,Harrison,21858,23641,22101,20638,38765,41511,40299,42146,762,792,1613,5119
MS,Hinds,73966,76922,72010,67256,28297,28489,26812,25411,755,805,1662,5372
MS,Holmes,7653,7888,7084,6112,1737,1658,1463,1639,52,44,65,103
MS,Humphreys,3892,4030,3365,2785,1566,1511,1279,1383,5,12,22,70
MS,Issaquena,960,798,576,392,859,765,563,563,3,8,5,16
MS,Itawamba,1664,1876,1474,1860,8061,7836,8230,9014,139,203,143,143
MS,Jackson,16755,17416,15939,13711,36246,37217,35558,33392,513,656,1098,3140
MS,Jasper,5151,5217,4642,4068,4465,4429,4142,4065,41,47,56,99
MS,Jefferson,4041,4011,3544,3052,855,755,567,593,34,16,30,36
MS,Jefferson Davis,4469,4285,3928,3400,3097,2811,2650,2501,21,89,56,155
MS,Jones,8781,9304,8265,7160,20097,21554,20675,20347,264,287,372,682
MS,Kemper,3467,3362,3001,2648,2051,1983,1848,2154,20,23,27,51
MS,Lafayette,8109,8213,7964,7843,10711,11392,10922,11143,389,369,666,1586
MS,Lamar,5453,5514,5186,5052,18503,19767,19125,18985,358,350,523,1051
MS,Lauderdale,12768,13663,12123,10057,18860,19679,18914,18768,266,289,417,864
MS,Lawrence,2865,2729,2401,2122,4624,4489,4252,4152,29,33,58,132
MS,Leake,4291,4198,3799,3372,5354,5211,4977,4865,48,42,65,110
MS,Lee,11638,12566,10942,8984,22056,22884,22486,22624,272,313,577,1580
MS,Leflore,8776,9205,8243,7132,3827,3818,3566,3872,84,65,111,170
MS,Lincoln,5496,5574,4859,4008,10870,11348,10841,10676,114,113,155,249
MS,Lowndes,12530,12997,12132,10652,13769,14255,13790,13690,284,294,417,808
MS,Madison,19271,20087,19891,19529,26813,28452,27541,27249,653,423,972,2241
MS,Marion,4565,4591,4012,3434,8520,8647,8165,7770,90,98,146,280
MS,Marshall,9409,9873,8720,7337,6870,6783,6652,6702,132,132,195,344
MS,Monroe,6979,7229,6176,4866,10258,10316,10283,10591,111,133,165,297
MS,Montgomery,2910,2927,2397,1945,3331,3206,2969,2919,33,24,46,82
MS,Neshoba,3356,3257,2898,2576,8248,8269,7939,7722,80,87,121,220
MS,Newton,3430,3394,2944,2496,6773,6771,6609,6755,72,67,105,185
MS,Noxubee,5142,5115,4632,4140,1611,1545,1330,1459,25,21,25,36
MS,Oktibbeha,8905,8627,8635,8119,8920,8608,8558,8079,380,322,532,1041
MS,Panola,8521,9005,7906,6585,7788,7922,7577,7433,129,123,158,219
MS,Pearl River,4343,4573,3971,3796,17556,18151,18053,18359,281,314,406,782
MS,Perry,1864,1765,1391,1033,4434,4366,4171,4224,57,55,64,87
MS,Pike,9139,9708,8576,7306,8558,8679,8354,8406,130,144,221,445
MS,Pontotoc,3182,3047,2657,2254,9972,9962,10200,10869,147,164,226,420
MS,Prentiss,2858,3021,2486,2437,7786,7447,7634,7899,115,137,139,194
MS,Quitman,3024,2959,2522,2074,1517,1374,1143,1067,28,25,39,71
MS,Rankin,14235,15106,14398,13853,48376,50146,48110,46422,549,752,1417,4749
MS,Scott,5085,5093,4541,3904,6690,6532,6348,6295,76,81,104,174
MS,Sharkey,2174,2019,1679,1319,978,943,744,920,54,129,91,212
MS,Simpson,4790,4724,4175,3426,7762,7769,7529,7450,88,67,115,166
MS,Smith,2263,2166,1789,1425,6412,6333,6081,5932,61,69,72,103
MS,Stone,2274,2190,1775,1356,5473,5498,5264,5267,92,106,136,240
MS,Sunflower,7759,8178,7162,6003,3176,3135,2983,3379,58,90,83,150
MS,Tallahatchie,4215,4138,3651,3105,2971,2768,2616,2645,32,40,57,123
MS,Tate,5040,5120,4381,3547,7775,7671,7573,7613,117,136,165,278
MS,Tippah,2440,2517,2161,2353,7210,7047,7154,7517,100,123,135,219
MS,Tishomingo,1483,1787,1351,1835,6715,6428,6849,7624,122,151,181,322
MS,Tunica,3433,3451,2889,2257,1367,1156,940,709,29,24,38,68
MS,Union,3112,3035,2453,1779,9144,8898,9150,9566,126,132,206,403
MS,Walthall,3601,3533,3054,2515,4509,4319,4165,4139,63,75,67,82
MS,Warren,10250,10821,9775,8518,10238,10835,10464,11407,176,174,312,675
MS,Washington,12835,13910,12276,10403,5657,5853,5680,6604,91,119,205,502
MS,Wayne,4169,4259,3723,3308,6315,6343,6066,5994,59,70,72,109
MS,Webster,1582,1453,1174,1007,4371,4230,4054,4045,46,50,58,91
MS,Wilkinson,3677,3575,3133,2639,1784,1657,1435,1407,32,27,37,55
MS,Winston,4765,4791,4197,3576,5572,5507,5189,5066,64,57,95,169
MS,Yalobusha,3352,3241,2838,2430,3859,3556,3487,3482,50,46,88,179
MS,Yazoo,6257,6609,5714,4874,5050,5165,4904,5349,61,122,131,325
MO,Adair,5253,4616,4222,3183,5719,5856,6037,7428,395,278,490,788
MO,Andrew,3312,3015,2564,1864,5954,5798,6260,7409,252,229,350,598
MO,Atchison,1180,1043,736,490,2109,2058,2019,2545,68,53,93,151
MO,Audrain,4174,3943,3300,2395,6445,6494,6785,8045,293,260,399,692
MO,Barry,4378,4056,3432,2386,10367,10592,11115,12769,306,296,389,599
MO,Barton,1645,1535,1098,643,4651,4620,4810,5819,116,106,154,239
MO,Bates,2966,2891,2280,1721,5241,5230,5651,7105,242,217,333,548
MO,Benton,3530,3307,2676,1746,6491,6432,6815,7933,119,99,83,4
MO,Bollinger,1661,1534,1105,714,4341,4276,4564,5685,119,120,127,137
MO,Boone,48011,40305,43568,45708,35107,38149,36569,38271,6648,3446,10269,12978
